frametime, crtcoll, drawtime, crtupdate 
2.856,2.2091,0.6044,0.031
2.9092,2.2326,0.6345,0.0308
2.8082,2.1644,0.6008,0.0317
2.8243,2.1656,0.6165,0.0306
2.8635,2.2141,0.6076,0.0303
3.0063,2.3255,0.6393,0.0302
3.0362,2.3912,0.6036,0.0301
2.8755,2.218,0.6145,0.0317
2.8814,2.2361,0.6039,0.0301
2.9106,2.2542,0.615,0.0299
2.9251,2.278,0.6052,0.0303
2.8729,2.1953,0.6363,0.0302
2.9622,2.3169,0.6035,0.0303
3.0716,2.401,0.6292,0.0302
2.92,2.2714,0.6064,0.0301
2.8197,2.1434,0.6345,0.0301
2.8181,2.1709,0.6057,0.03
3.0757,2.4239,0.6099,0.0305
2.8779,2.2313,0.6049,0.0304
2.8422,2.1835,0.6168,0.0304
2.8609,2.2105,0.6083,0.0301
2.8588,2.1828,0.633,0.0304
2.802,2.1568,0.6041,0.0297
2.9104,2.2342,0.6348,0.0299
2.8002,2.1527,0.605,0.0311
2.8428,2.1833,0.617,0.031
2.8871,2.2412,0.6039,0.0305
2.9418,2.2683,0.6317,0.0303
2.8988,2.2524,0.6043,0.0305
3.0528,2.4034,0.6083,0.0295
2.8613,2.2144,0.6052,0.0303
2.9051,2.2512,0.6113,0.0302
2.8901,2.243,0.6049,0.0306
2.8094,2.1457,0.6217,0.0305
2.9253,2.2778,0.6051,0.0309
2.873,2.2191,0.6112,0.0313
2.7636,2.1162,0.6048,0.0309
2.7992,2.1386,0.6176,0.03
3.113,2.4405,0.6256,0.0305
2.928,2.2473,0.6358,0.0308
2.9106,2.2656,0.6032,0.0305
2.859,2.1893,0.6274,0.0309
2.8566,2.2056,0.6089,0.0303
2.9462,2.2792,0.6239,0.0317
2.8238,2.1774,0.6049,0.0301
2.8538,2.1783,0.6337,0.0305
2.7897,2.1437,0.6046,0.03
2.8631,2.1964,0.6255,0.0297
2.8894,2.245,0.603,0.0301
2.8588,2.1985,0.6187,0.0301
2.949,2.2991,0.6061,0.0322
2.9317,2.2594,0.6307,0.0302
2.8576,2.2136,0.6026,0.0303
2.8773,2.197,0.638,0.0304
2.9273,2.2838,0.6015,0.0304
2.8933,2.2261,0.6246,0.0313
3.0423,2.3952,0.6059,0.0301
2.859,2.1819,0.6356,0.03
2.8383,2.1898,0.6071,0.0302
2.8541,2.1948,0.6169,0.0303
2.8564,2.21,0.6032,0.0315
3.0122,2.3355,0.6346,0.0306
3.0262,2.3811,0.6031,0.0304
2.8586,2.2057,0.6109,0.0304
2.822,2.1753,0.6042,0.0311
2.8457,2.1765,0.6279,0.0303
2.8102,2.1629,0.6049,0.0309
2.9122,2.2368,0.6341,0.0302
2.8662,2.2161,0.6086,0.0302
2.9364,2.268,0.6268,0.0304
2.859,2.215,0.602,0.0307
2.9045,2.2388,0.623,0.0312
2.889,2.2436,0.6034,0.0304
2.8301,2.1455,0.642,0.0312
2.9056,2.26,0.6039,0.0301
2.9546,2.287,0.6248,0.0304
2.7832,2.1338,0.6077,0.0304
3.0304,2.3756,0.6122,0.0311
2.7815,2.1369,0.6017,0.0311
2.9302,2.2689,0.6187,0.0309
2.8231,2.1735,0.6063,0.0304
2.9208,2.2535,0.6254,0.0304
3.0303,2.385,0.6034,0.0306
2.9507,2.2757,0.6328,0.0309
2.8782,2.232,0.6046,0.0302
2.9055,2.2375,0.6267,0.0299
2.7764,2.1291,0.606,0.0298
2.7945,2.1288,0.6239,0.0302
2.7732,2.1278,0.6039,0.03
2.8466,2.192,0.6127,0.0304
2.8178,2.1706,0.6055,0.0305
2.8958,2.2296,0.6239,0.0308
2.9383,2.2935,0.6025,0.0309
2.9588,2.2847,0.6321,0.0307
2.7834,2.1291,0.6128,0.0303
2.8787,2.2238,0.6132,0.0302
2.7803,2.134,0.6039,0.031
2.884,2.2155,0.6258,0.0309
2.809,2.1625,0.6048,0.0304
2.8883,2.2105,0.6358,0.0304
2.8603,2.2141,0.6039,0.0308
2.981,2.3189,0.6207,0.0301
2.8131,2.1693,0.6026,0.0298
2.9245,2.2552,0.6275,0.0305
2.8167,2.1726,0.602,0.0305
2.8984,2.2244,0.6319,0.0306
2.8026,2.1578,0.6026,0.0305
2.8458,2.1833,0.6205,0.0306
2.8429,2.1977,0.6029,0.0301
2.8756,2.2003,0.6315,0.0309
3.0222,2.3713,0.6046,0.0318
2.9322,2.2586,0.6313,0.0306
2.9099,2.26,0.6077,0.0306
2.9563,2.2936,0.6195,0.0308
2.8609,2.2149,0.6023,0.0306
2.9342,2.2803,0.6119,0.0307
2.8046,2.1569,0.6064,0.0303
2.8931,2.2254,0.6256,0.0309
2.8287,2.1826,0.6042,0.0306
3.1631,2.4934,0.6268,0.0304
3.0072,2.3615,0.6042,0.0302
2.8914,2.2187,0.6305,0.0309
2.777,2.1324,0.6027,0.0306
2.9915,2.323,0.627,0.0303
2.7958,2.149,0.6049,0.0308
2.8283,2.1637,0.6226,0.0302
2.7876,2.1415,0.605,0.0299
2.8135,2.1624,0.6093,0.0304
2.8317,2.1852,0.6039,0.0313
2.9998,2.3239,0.6336,0.0309
2.9155,2.2687,0.6047,0.0304
2.9576,2.3048,0.6115,0.03
2.9633,2.317,0.6045,0.0304
2.8232,2.1738,0.6077,0.0304
2.998,2.3532,0.603,0.0302
2.8173,2.1642,0.6111,0.0301
2.9175,2.2723,0.6029,0.0311
2.8953,2.2226,0.6307,0.0305
2.9549,2.3108,0.6017,0.0312
2.8897,2.2231,0.6248,0.0305
2.8322,2.1836,0.6066,0.0302
2.84,2.1894,0.6088,0.0302
2.7935,2.147,0.6046,0.0301
2.8599,2.1858,0.6315,0.0311
2.849,2.2042,0.6028,0.0305
3.0131,2.3503,0.621,0.0305
2.9563,2.3061,0.6081,0.03
2.9329,2.2622,0.6273,0.0308
2.8021,2.1579,0.6023,0.0307
2.9374,2.2616,0.6324,0.032
2.8455,2.1994,0.6042,0.0307
2.9459,2.2776,0.6273,0.0298
2.8545,2.2086,0.6035,0.0303
3.0663,2.3883,0.6359,0.0309
2.8221,2.1775,0.6039,0.0295
3.0338,2.3663,0.626,0.03
2.8087,2.1648,0.6024,0.0302
2.8858,2.217,0.6275,0.03
2.8944,2.2449,0.6073,0.0307
2.8022,2.1504,0.6098,0.0307
2.8749,2.2298,0.6033,0.0303
2.7981,2.128,0.6263,0.032
2.9343,2.2876,0.6053,0.03
2.978,2.3002,0.6366,0.0297
2.8558,2.21,0.6041,0.0302
2.8501,2.2001,0.6088,0.0301
2.8538,2.2108,0.6014,0.0304
2.8406,2.189,0.6094,0.0311
3.0296,2.3836,0.6044,0.0305
2.7769,2.1254,0.6093,0.031
2.851,2.2047,0.6043,0.0304
2.8763,2.2187,0.6156,0.0303
2.8677,2.2214,0.6047,0.0303
2.8439,2.1724,0.6295,0.0307
2.9216,2.2729,0.6066,0.0303
2.8779,2.2164,0.6191,0.0308
2.9383,2.294,0.6022,0.0304
2.97,2.2872,0.6399,0.0318
2.8166,2.1697,0.6048,0.0305
2.8166,2.1463,0.6284,0.0301
2.8387,2.1918,0.6043,0.0303
2.8439,2.1625,0.6356,0.0306
3.0741,2.4146,0.6167,0.0312
2.8186,2.1654,0.6095,0.0319
2.8522,2.2046,0.6052,0.031
2.8495,2.1864,0.6197,0.032
2.9064,2.2615,0.6032,0.0302
2.8563,2.1913,0.6228,0.0308
2.9627,2.3149,0.605,0.0308
2.9152,2.2343,0.6373,0.0323
2.8303,2.1819,0.6065,0.0305
2.9009,2.2497,0.6095,0.0305
2.9391,2.2923,0.6047,0.0307
2.8807,2.2036,0.6349,0.0307
2.8358,2.1873,0.6072,0.0299
2.93,2.2386,0.649,0.0306
2.8979,2.2416,0.6142,0.0306
2.8925,2.2069,0.6431,0.031
2.989,2.3231,0.6234,0.0309
2.8688,2.2022,0.6236,0.0312
2.9124,2.2571,0.6129,0.0308
2.9153,2.2534,0.6194,0.0309
2.8475,2.1918,0.6135,0.0306
3.1499,2.4595,0.6474,0.0311
2.8405,2.1819,0.6156,0.0315
3.0589,2.3931,0.6235,0.0309
2.8823,2.2373,0.6036,0.03
2.8598,2.2002,0.6183,0.0297
2.8324,2.1886,0.6025,0.0301
2.9348,2.2727,0.6196,0.0315
3.0257,2.3777,0.6055,0.0313
2.7957,2.1433,0.6106,0.0306
2.9752,2.3264,0.606,0.0305
2.8773,2.2045,0.6304,0.0309
2.8953,2.2502,0.6029,0.0307
2.8984,2.2297,0.627,0.0305
2.8333,2.186,0.6044,0.0317
2.8126,2.1545,0.6162,0.0298
2.8729,2.228,0.6033,0.03
2.8951,2.2384,0.6149,0.0301
3.0475,2.4006,0.6038,0.0317
2.8888,2.2261,0.6205,0.0307
2.8121,2.1667,0.6033,0.0305
2.9307,2.2594,0.6289,0.0302
2.8097,2.1639,0.6024,0.032
3.065,2.4099,0.6124,0.0308
3.0333,2.3881,0.6033,0.0304
2.889,2.2311,0.6157,0.0306
2.9889,2.3462,0.6014,0.0295
2.9076,2.2337,0.6311,0.0311
2.835,2.1882,0.6044,0.0306
2.958,2.2966,0.6191,0.0307
2.9254,2.279,0.603,0.0318
2.8705,2.1971,0.6313,0.0307
2.8958,2.2497,0.6041,0.0304
2.8574,2.1754,0.6403,0.0303
2.8078,2.1598,0.6061,0.0303
2.8867,2.2341,0.6111,0.0301
2.8556,2.2109,0.6031,0.0303
2.8402,2.1763,0.6218,0.0305
2.8405,2.1948,0.6036,0.0306
2.8966,2.2265,0.6277,0.0309
3.2359,2.338,0.6101,0.0304
2.811,2.1527,0.6149,0.0312
2.8311,2.1811,0.6074,0.0307
2.895,2.2324,0.6208,0.0301
2.8621,2.2183,0.6016,0.0304
2.833,2.1574,0.6335,0.0306
3.0308,2.3849,0.6041,0.0305
2.9217,2.2457,0.6344,0.0302
2.9286,2.28,0.6057,0.0306
2.8895,2.2181,0.6259,0.0313
2.9299,2.2778,0.6065,0.0316
2.8077,2.1423,0.6222,0.0312
2.8548,2.2079,0.6049,0.0302
2.8648,2.186,0.636,0.0308
2.9156,2.269,0.6029,0.0321
2.9164,2.2275,0.6443,0.0312
2.904,2.246,0.6151,0.0316
3.0272,2.3467,0.6375,0.0311
2.8896,2.2281,0.619,0.0307
2.9334,2.2619,0.6282,0.0311
2.8727,2.2107,0.6186,0.0311
2.8856,2.2138,0.6293,0.031
2.8941,2.2369,0.614,0.0316
2.9398,2.2468,0.6473,0.0313
3.0164,2.3552,0.6165,0.0312
2.8909,2.2206,0.628,0.0308
3.1319,2.4491,0.6123,0.0311
2.9514,2.2662,0.6423,0.0312
2.8634,2.2067,0.6138,0.0309
3.0697,2.3794,0.6475,0.031
3.0085,2.3499,0.6151,0.032
2.8705,2.201,0.6271,0.0307
2.8808,2.2242,0.6136,0.0315
3.0215,2.3325,0.6454,0.0318
3.1103,2.4551,0.6126,0.0311
2.9018,2.2297,0.629,0.0314
2.8772,2.218,0.6163,0.0311
2.9452,2.2825,0.6201,0.0309
3.0683,2.4105,0.615,0.0313
2.9323,2.2417,0.6472,0.0318
2.8513,2.1914,0.6169,0.0311
2.9737,2.2914,0.6391,0.0313
2.9478,2.2893,0.6153,0.0316
3.0252,2.3388,0.6443,0.0305
2.9056,2.2496,0.6133,0.031
2.8818,2.2132,0.6265,0.0304
2.8959,2.2357,0.6175,0.0306
2.8809,2.21,0.6287,0.0309
2.9565,2.2986,0.6143,0.0321
2.9659,2.2916,0.6313,0.0314
3.0304,2.3732,0.6141,0.0316
2.8577,2.1809,0.6338,0.0314
2.8336,2.1861,0.6061,0.0302
2.837,2.178,0.6172,0.0305
2.9262,2.2808,0.6029,0.0311
2.878,2.2245,0.6114,0.0308
2.8707,2.2227,0.6059,0.0307
2.9157,2.2617,0.6111,0.0315
2.8605,2.2162,0.6018,0.031
2.8977,2.2491,0.6061,0.0311
2.8923,2.2485,0.6019,0.0304
3.0136,2.346,0.6259,0.0305
2.9706,2.3251,0.6041,0.0303
2.8225,2.1625,0.6176,0.031
2.8606,2.2126,0.6059,0.0308
2.896,2.2254,0.6287,0.0304
2.8316,2.1854,0.6026,0.0321
2.9339,2.2607,0.6303,0.0316
2.8124,2.1667,0.6031,0.031
2.8528,2.2009,0.6094,0.0308
2.8132,2.1643,0.6067,0.0307
2.9266,2.2658,0.6186,0.0307
2.8859,2.2402,0.6033,0.0307
2.9012,2.2427,0.6171,0.03
2.7659,2.1213,0.6024,0.0307
2.9083,2.2351,0.6319,0.03
2.8398,2.1946,0.6033,0.0307
2.9031,2.2263,0.6347,0.031
2.8634,2.2164,0.6042,0.0313
2.9215,2.2419,0.6364,0.0307
2.9287,2.2814,0.6024,0.0312
2.835,2.1685,0.6234,0.0309
2.8472,2.2005,0.6042,0.0311
2.8697,2.1982,0.63,0.03
2.788,2.1426,0.6034,0.0305
2.8477,2.1881,0.617,0.0309
2.8753,2.2272,0.6058,0.031
2.8645,2.2059,0.616,0.0311
2.9187,2.2721,0.6037,0.031
2.8416,2.1822,0.6174,0.0306
2.8434,2.1985,0.6015,0.0314
2.847,2.1927,0.6128,0.0303
3.036,2.3875,0.6062,0.0307
2.9289,2.2466,0.6397,0.0311
2.8049,2.1581,0.604,0.0315
2.8428,2.1731,0.6274,0.0308
2.8611,2.213,0.6052,0.0314
2.8779,2.2157,0.6205,0.0305
2.8266,2.18,0.6025,0.0327
2.8992,2.2316,0.6255,0.0308
2.963,2.313,0.6082,0.0304
2.8928,2.2424,0.6091,0.0299
3.0656,2.4194,0.6045,0.0303
2.8216,2.1577,0.6219,0.0308
3.095,2.452,0.6011,0.0307
2.844,2.1762,0.6265,0.0301
2.8684,2.219,0.6065,0.0314
2.8542,2.1719,0.64,0.0307
2.9104,2.2663,0.6022,0.0305
2.9236,2.2532,0.6284,0.0307
2.8201,2.1742,0.604,0.0306
2.9922,2.3351,0.6153,0.0306
2.8516,2.2094,0.6012,0.0298
2.8278,2.1509,0.6354,0.0304
2.8064,2.1623,0.6023,0.0305
2.8379,2.1714,0.624,0.0309
2.835,2.1897,0.6025,0.0316
3.1552,2.4886,0.6243,0.031
2.8628,2.2067,0.6077,0.0307
2.9366,2.2652,0.6264,0.0309
2.9093,2.2622,0.6052,0.0302
2.883,2.231,0.6082,0.0323
2.8395,2.1958,0.6014,0.0308
2.8506,2.1776,0.6303,0.0305
2.9333,2.2738,0.6156,0.0322
2.8397,2.1773,0.621,0.0303
2.7993,2.1531,0.6034,0.0313
2.8175,2.1648,0.6111,0.0301
2.8381,2.1956,0.5996,0.0314
2.859,2.1929,0.6237,0.0306
2.9094,2.2636,0.6043,0.0303
2.949,2.299,0.6062,0.0326
2.9088,2.2595,0.6073,0.0307
2.846,2.1898,0.6146,0.0303
2.797,2.1537,0.6022,0.03
3.1181,2.4455,0.6304,0.0308
2.9105,2.2679,0.6009,0.0304
2.8253,2.1476,0.6363,0.0302
2.7635,2.1201,0.6012,0.0308
3.002,2.3318,0.6287,0.0302
3.0364,2.3905,0.6041,0.0304
2.8212,2.1706,0.6083,0.0301
2.93,2.2868,0.6009,0.0311
2.8867,2.2096,0.6355,0.0302
2.7974,2.1515,0.6036,0.0305
2.8225,2.1483,0.6326,0.0304
2.8259,2.1822,0.6015,0.0308
2.8373,2.1701,0.6247,0.0315
3.0366,2.3902,0.6041,0.0311
2.8777,2.2075,0.628,0.0305
2.897,2.2477,0.6061,0.0304
2.8862,2.2114,0.6298,0.0309
2.8298,2.1675,0.6175,0.0311
2.8262,2.1601,0.6228,0.0315
2.8086,2.1652,0.6018,0.0303
2.8805,2.2027,0.6355,0.0307
2.7943,2.1494,0.6018,0.031
3.0294,2.3693,0.6178,0.0306
2.9032,2.257,0.6046,0.0302
3.0064,2.3357,0.6288,0.0304
2.8818,2.2388,0.6012,0.0303
2.9112,2.2495,0.6194,0.0304
2.7884,2.1463,0.6005,0.0302
2.9474,2.2856,0.6192,0.0312
2.87,2.2252,0.6026,0.031
2.8627,2.1926,0.6282,0.0307
2.834,2.1806,0.612,0.0303
2.8462,2.192,0.6123,0.0308
2.8226,2.1748,0.6051,0.0315
2.8396,2.1415,0.6251,0.0616
2.9145,2.2703,0.6015,0.0311
2.8518,2.1828,0.6259,0.0315
2.9271,2.2877,0.598,0.0303
2.8294,2.1661,0.6214,0.0307
2.8567,2.2069,0.6078,0.0308
2.8755,2.2046,0.6292,0.0303
2.8762,2.2346,0.6004,0.0301
2.8277,2.1615,0.6125,0.0311
2.83,2.1885,0.5994,0.0307
2.832,2.167,0.6226,0.0309
2.886,2.243,0.6014,0.0305
2.8294,2.1528,0.6337,0.0306
2.7797,2.135,0.6026,0.0306
2.8784,2.2192,0.616,0.0321
2.7863,2.1422,0.6021,0.0305
2.9,2.2246,0.6324,0.0312
2.8186,2.1746,0.6015,0.031
3.03,2.3708,0.617,0.0308
2.8534,2.2071,0.6033,0.0313
2.8995,2.2258,0.6309,0.0307
2.8469,2.195,0.6094,0.031
2.81,2.159,0.6088,0.0308
2.9494,2.3019,0.6055,0.0305
2.837,2.1895,0.6053,0.0309
2.8459,2.204,0.6006,0.0302
2.8683,2.2076,0.6167,0.0328
2.9483,2.307,0.5997,0.0303
2.8715,2.2183,0.6109,0.0311
2.855,2.2095,0.602,0.032
2.835,2.1722,0.6208,0.0306
2.8164,2.1745,0.6,0.0308
2.9423,2.2762,0.6239,0.0308
2.8213,2.1749,0.6041,0.031
2.9312,2.2573,0.6319,0.0306
2.8317,2.1879,0.601,0.0314
2.935,2.267,0.6256,0.0311
2.9382,2.2929,0.6036,0.0306
2.7885,2.1184,0.6281,0.0309
2.769,2.1246,0.6022,0.031
2.8532,2.1959,0.6146,0.0314
2.8989,2.2527,0.6042,0.0306
2.8622,2.1962,0.6242,0.0305
2.8131,2.1683,0.6021,0.031
3.0518,2.4014,0.6081,0.0308
2.9684,2.325,0.6009,0.0307
2.9334,2.2611,0.6303,0.0309
2.8024,2.1575,0.6015,0.0312
2.9532,2.2907,0.6199,0.0313
2.8115,2.1668,0.602,0.0314
3.0259,2.3714,0.6129,0.0304
2.8605,2.2165,0.6023,0.0304
3.0377,2.3723,0.6237,0.0304
2.8625,2.2172,0.6025,0.0299
2.9311,2.148,0.6165,0.0311
3.0108,2.3116,0.6351,0.0369
2.8381,2.1917,0.6029,0.0303
2.8603,2.1903,0.6275,0.0306
2.8226,2.1752,0.6052,0.0306
2.9556,2.2907,0.6226,0.0309
2.8477,2.1991,0.6055,0.0309
2.8279,2.1666,0.6174,0.0314
2.8247,2.1762,0.6055,0.0316
2.9399,2.2901,0.6074,0.0306
2.9749,2.2655,0.6469,0.0311
2.8555,2.1898,0.6143,0.0378
2.9342,2.269,0.6221,0.031
2.9124,2.2557,0.6137,0.0314
3.0163,2.3484,0.6247,0.0317
2.9794,2.3254,0.6112,0.0313
2.9566,2.2744,0.6393,0.0312
2.9174,2.2617,0.6125,0.0312
2.9119,2.2406,0.6271,0.0326
3.1187,2.4631,0.6131,0.0312
2.9069,2.2459,0.6176,0.0317
2.8875,2.2319,0.6126,0.0316
2.9223,2.2599,0.6193,0.0318
2.9557,2.311,0.602,0.0311
2.9307,2.262,0.6258,0.0312
2.854,2.2069,0.6041,0.0306
2.9909,2.3346,0.6138,0.0311
3.0207,2.3767,0.6014,0.0312
2.8853,2.2133,0.629,0.0307
2.8128,2.1682,0.6019,0.0314
2.8589,2.2083,0.6083,0.0307
2.9671,2.3251,0.5999,0.0305
2.9356,2.2715,0.6215,0.0311
2.8449,2.1933,0.6092,0.031
2.8879,2.22,0.6257,0.0312
2.7942,2.152,0.6007,0.0302
2.9305,2.2346,0.6484,0.0309
2.8288,2.1789,0.603,0.0337
2.8138,2.1572,0.6137,0.0314
2.7958,2.15,0.6033,0.0308
2.9029,2.2243,0.6349,0.0311
2.8328,2.1895,0.5994,0.0323
2.8567,2.2023,0.6099,0.0324
2.952,2.3062,0.6025,0.0318
2.9955,2.3326,0.6205,0.0308
2.855,2.2109,0.6011,0.0308
2.8574,2.179,0.6339,0.0317
2.862,2.2134,0.6035,0.0312
2.9698,2.2961,0.6306,0.0313
2.8557,2.2121,0.6018,0.0303
3.0456,2.3711,0.6329,0.0303
2.8738,2.2264,0.6044,0.0312
2.9841,2.3217,0.6183,0.0325
2.8041,2.1594,0.6008,0.0321
2.8892,2.2171,0.6294,0.0313
2.8233,2.1801,0.6014,0.0305
3.0719,2.4208,0.6068,0.0328
2.7951,2.1508,0.602,0.0306
2.886,2.2029,0.6366,0.0316
2.8667,2.2064,0.6125,0.033
2.8378,2.1699,0.6244,0.0311
2.8495,2.2041,0.6032,0.0306
2.8917,2.2242,0.625,0.0311
2.7971,2.153,0.6009,0.031
2.802,2.1416,0.6177,0.0309
2.8809,2.2354,0.6017,0.0322
3.0009,2.3229,0.6351,0.0315
2.8337,2.1908,0.6006,0.0309
2.9582,2.2809,0.6352,0.0307
2.9492,2.2896,0.6123,0.0305
3.0983,2.2185,0.6313,0.0335
2.8404,2.164,0.6136,0.0372
2.8799,2.2167,0.6204,0.0306
3.063,2.4201,0.6009,0.0306
2.8729,2.202,0.6292,0.0308
2.8441,2.1981,0.6037,0.0308
2.975,2.3118,0.6205,0.0315
2.8724,2.2287,0.6011,0.0309
3.0347,2.3598,0.6327,0.0307
2.8332,2.1901,0.6007,0.031
2.8889,2.2175,0.6295,0.0304
2.9796,2.3364,0.6011,0.0307
3.0749,2.4112,0.6221,0.0304
2.8907,2.2484,0.6004,0.0308
2.9757,2.3213,0.6123,0.0308
2.836,2.1892,0.6052,0.0307
2.8642,2.2056,0.6164,0.0308
2.9386,2.2904,0.6059,0.0309
2.8321,2.1718,0.6185,0.0304
2.9719,2.329,0.6003,0.0308
2.9619,2.2919,0.6284,0.0303
2.8383,2.1719,0.6206,0.0315
2.8923,2.2148,0.6343,0.0311
2.7879,2.1438,0.6018,0.0311
2.824,2.1607,0.6204,0.0314
2.7708,2.1268,0.6012,0.0304
2.8825,2.2311,0.6098,0.0304
2.8067,2.1652,0.6006,0.0301
2.8834,2.2222,0.6189,0.0313
3.07,2.4241,0.6041,0.0306
2.8715,2.1981,0.6314,0.0308
2.879,2.2324,0.6042,0.0303
3.0693,2.3966,0.6306,0.0305
3.0748,2.4322,0.6016,0.0298
2.8461,2.1909,0.6122,0.0317
2.8708,2.2285,0.6004,0.0309
2.8548,2.1973,0.6153,0.0312
2.8381,2.1955,0.6003,0.0302
2.9395,2.2845,0.6124,0.031
2.8367,2.1919,0.6033,0.0303
2.9105,2.2519,0.616,0.031
2.9117,2.2667,0.6033,0.0304
2.8927,2.241,0.6099,0.0306
2.8774,2.2337,0.6018,0.0304
2.8328,2.1671,0.6235,0.0311
2.8875,2.2444,0.6019,0.0298
2.8512,2.1763,0.6318,0.0317
2.9865,2.3415,0.603,0.0306
2.8572,2.1959,0.619,0.031
2.7835,2.1378,0.6032,0.0312
2.7866,2.129,0.6163,0.0302
2.9166,2.2714,0.6027,0.0309
2.8444,2.1806,0.6188,0.0333
3.1291,2.2184,0.613,0.0304
2.9103,2.2544,0.6128,0.031
2.8245,2.1774,0.6042,0.0313
2.9316,2.2747,0.6149,0.0308
2.9316,2.2872,0.6023,0.0307
3.0004,2.3359,0.6229,0.0303
2.7974,2.1534,0.602,0.0308
2.8429,2.1805,0.6197,0.0315
2.9642,2.3212,0.6006,0.031
2.8072,2.1516,0.6136,0.0305
2.8383,2.1945,0.6018,0.0305
2.9008,2.2373,0.6204,0.0316
2.8411,2.1972,0.602,0.0308
2.7951,2.1434,0.6091,0.031
2.8519,2.2083,0.6015,0.0308
3.0147,2.3412,0.6315,0.0307
2.9205,2.2777,0.6005,0.0307
2.8393,2.1608,0.6341,0.0321
2.8239,2.1746,0.603,0.0317
2.8293,2.1666,0.6162,0.0308
2.839,2.1943,0.6019,0.0313
2.8409,2.154,0.6448,0.0301
2.9993,2.3437,0.6121,0.0315
3.042,2.3669,0.6312,0.0316
3.0792,2.424,0.6121,0.0316
2.9812,2.2941,0.6442,0.0312
2.9979,2.3442,0.611,0.031
2.9025,2.2398,0.6204,0.0308
3.0952,2.4416,0.6105,0.0316
2.9676,2.286,0.6387,0.0313
2.8876,2.2288,0.6159,0.0315
2.9446,2.267,0.6352,0.0309
2.8621,2.2044,0.615,0.0305
2.9033,2.2348,0.6258,0.031
2.9522,2.293,0.6167,0.031
2.8553,2.1904,0.6222,0.0309
2.9051,2.2487,0.6135,0.0312
2.9454,2.258,0.6434,0.0327
2.8788,2.2239,0.6121,0.0308
2.8948,2.2115,0.6405,0.0314
2.8988,2.2426,0.6133,0.0312
2.966,2.2978,0.6251,0.0315
2.8677,2.2097,0.6158,0.0306
3.0353,2.3601,0.632,0.0313
3.0753,2.4138,0.6174,0.0308
2.9455,2.2756,0.6264,0.0313
2.8554,2.1976,0.6151,0.0314
2.8992,2.23,0.6265,0.0311
2.9104,2.2661,0.6015,0.0312
2.8177,2.1675,0.6078,0.0305
3.0326,2.3881,0.6022,0.031
2.8724,2.2108,0.6194,0.0308
2.82,2.1743,0.6036,0.0302
2.8858,2.2124,0.6314,0.0307
2.8548,2.2087,0.6028,0.0307
3.0601,2.4107,0.6069,0.0306
2.8127,2.1712,0.5993,0.0311
2.9408,2.2872,0.6114,0.0307
2.8199,2.1745,0.6031,0.0308
2.8521,2.1851,0.6253,0.0305
2.9656,2.3185,0.6058,0.0304
2.856,2.195,0.619,0.0308
2.9117,2.2692,0.6006,0.0306
2.8175,2.1515,0.6236,0.0309
2.8904,2.2473,0.6013,0.0301
2.9129,2.2555,0.6149,0.0313
2.8475,2.2054,0.599,0.0319
2.9909,2.3426,0.6064,0.0307
3.0721,2.4261,0.6042,0.0306
2.8847,2.2285,0.6138,0.0311
2.8538,2.2086,0.6029,0.0308
2.8292,2.165,0.6205,0.0304
2.8482,2.2065,0.5985,0.0307
2.8003,2.1497,0.6089,0.0305
3.0695,2.4241,0.603,0.0307
2.9997,2.3347,0.6217,0.0321
2.9651,2.3207,0.602,0.0304
2.8908,2.2429,0.6059,0.0304
2.8995,2.2569,0.6002,0.0305
2.7965,2.1341,0.6205,0.0308
2.9681,2.3261,0.5989,0.0314
2.8607,2.2131,0.6044,0.0315
2.8213,2.1775,0.602,0.0306
2.9892,2.3104,0.6366,0.0308
2.8335,2.1886,0.602,0.0314
2.9714,2.3009,0.6281,0.031
2.8212,2.1786,0.6009,0.0307
2.8467,2.1937,0.6108,0.031
3.0217,2.3801,0.5997,0.0307
2.7967,2.1514,0.6034,0.0307
2.815,2.1707,0.6023,0.0306
2.8095,2.1351,0.6331,0.0298
2.8674,2.2171,0.6062,0.0309
2.8182,2.1655,0.6097,0.0308
2.8808,2.2338,0.6029,0.0312
3.0213,2.3542,0.6224,0.0308
2.8097,2.1675,0.5998,0.0308
2.8631,2.1903,0.6305,0.0305
2.9038,2.2595,0.6025,0.0305
2.8689,2.194,0.633,0.0305
2.9621,2.3196,0.6007,0.0306
2.8477,2.1872,0.6179,0.0307
2.8419,2.2019,0.5984,0.0304
2.8036,2.1424,0.6197,0.0302
2.8952,2.2507,0.6024,0.0305
2.852,2.2025,0.6069,0.0309
2.8208,2.1774,0.6002,0.032
2.9938,2.3214,0.6305,0.0306
2.9019,2.2589,0.601,0.0308
2.8907,2.216,0.6331,0.0305
2.8821,2.2377,0.601,0.0322
2.8881,2.2202,0.6261,0.0305
2.8854,2.2432,0.5998,0.0314
2.8352,2.1872,0.6061,0.0305
2.8255,2.1808,0.6029,0.0306
2.8842,2.2341,0.6086,0.0303
2.7768,2.1347,0.6004,0.0304
2.9084,2.2298,0.6358,0.0315
2.8301,2.1903,0.598,0.0306
2.9843,2.3137,0.6284,0.0306
2.8661,2.2203,0.6036,0.0309
2.8112,2.158,0.6114,0.0307
2.8604,2.2202,0.5973,0.0313
2.9033,2.2506,0.6104,0.0312
2.9159,2.275,0.5986,0.031
