frametime, crtcoll, drawtime, crtupdate 
2.9504,2.2957,0.6131,0.0305
2.8281,2.1913,0.5936,0.0313
2.831,2.1606,0.6287,0.0306
2.7963,2.1588,0.5957,0.0302
3.0597,2.4049,0.6123,0.0302
2.9837,2.3498,0.5925,0.0303
2.8664,2.2258,0.5989,0.0305
2.8166,2.1803,0.5922,0.0309
2.8356,2.1691,0.623,0.0317
2.9503,2.3125,0.5949,0.0314
3.0454,2.3823,0.6201,0.0315
2.9365,2.2845,0.6099,0.0308
2.8041,2.1368,0.625,0.0313
2.9019,2.2643,0.5953,0.0307
2.8493,2.1844,0.6232,0.0307
2.833,2.1971,0.5936,0.0307
2.8913,2.2471,0.6018,0.031
2.833,2.1961,0.5951,0.0304
2.8094,2.15,0.6167,0.0313
2.9389,2.3008,0.5944,0.0308
2.8748,2.2277,0.6049,0.0308
3.0121,2.3765,0.5936,0.0304
2.8167,2.1697,0.6053,0.0307
2.9235,2.2839,0.5974,0.031
2.8471,2.195,0.61,0.0305
2.8449,2.2072,0.5957,0.0308
3.0546,2.3969,0.616,0.0306
2.808,2.1694,0.5964,0.0311
2.9289,2.2632,0.6239,0.0307
2.9254,2.2909,0.5927,0.0306
3.0156,2.3495,0.6228,0.032
3.0295,2.3933,0.5947,0.0306
2.841,2.1988,0.6003,0.0307
2.8473,2.2112,0.594,0.0306
2.8436,2.1893,0.6113,0.0313
2.851,2.2138,0.5934,0.0309
2.8631,2.1967,0.6208,0.0322
3.021,2.3838,0.5933,0.031
2.934,2.2722,0.6187,0.0315
3.0666,2.4196,0.6048,0.0307
2.8986,2.2388,0.6178,0.0309
3.1479,2.3162,0.607,0.0308
2.9522,2.2456,0.6427,0.0393
3.1073,2.4568,0.6065,0.0317
2.9181,2.2626,0.6112,0.0322
3.0922,2.442,0.6075,0.0311
2.8955,2.2387,0.613,0.0314
2.9377,2.2852,0.6071,0.0309
2.9704,2.3033,0.6221,0.0335
2.8985,2.2488,0.6051,0.0328
2.9031,2.2371,0.6225,0.032
2.8632,2.2088,0.6112,0.0313
2.9249,2.2594,0.6226,0.0313
2.8783,2.2216,0.6059,0.0312
2.9693,2.2751,0.6358,0.0355
2.8475,2.203,0.5995,0.0326
2.9023,2.2271,0.6324,0.0307
2.8624,2.2149,0.605,0.0311
3.0463,2.3865,0.6161,0.0311
3.066,2.4161,0.6066,0.0317
2.9929,2.3184,0.6311,0.0317
2.8677,2.2084,0.6057,0.0334
3.0652,2.389,0.6326,0.0319
2.9034,2.2561,0.6048,0.0308
3.1036,2.2525,0.6312,0.0308
2.8953,2.2441,0.599,0.0339
2.9014,2.2474,0.6103,0.0311
2.8492,2.2147,0.5921,0.0307
2.8601,2.2045,0.613,0.031
2.9274,2.2028,0.5968,0.0305
2.8631,2.1973,0.6174,0.0322
2.9568,2.3178,0.5969,0.0307
3.0604,2.2424,0.604,0.0311
3.012,2.342,0.6114,0.0354
2.9998,2.3578,0.5982,0.031
3.1333,2.3631,0.7114,0.0306
2.9167,2.2697,0.6,0.0332
3.0829,2.3176,0.6162,0.031
2.8644,2.2219,0.5965,0.0309
2.9426,2.2744,0.6251,0.0308
2.9322,2.2948,0.5956,0.0306
2.826,2.155,0.6277,0.0312
2.8437,2.2045,0.5969,0.0307
2.8499,2.2026,0.6046,0.0314
2.8532,2.2199,0.5913,0.0308
2.9129,2.2689,0.6015,0.0306
2.936,2.2251,0.5937,0.0313
2.9365,2.2727,0.6188,0.0308
2.9485,2.3126,0.5937,0.0304
2.9228,2.2809,0.599,0.0311
2.7975,2.1621,0.5939,0.0304
2.8818,2.2291,0.6111,0.0302
2.8571,2.2175,0.5973,0.0303
2.8006,2.1458,0.6039,0.0308
2.837,2.201,0.5939,0.0306
2.965,2.3019,0.6209,0.0308
2.868,2.2308,0.5953,0.0307
2.8782,2.2083,0.6275,0.0313
2.9031,2.2651,0.5963,0.0302
2.8958,2.2223,0.6314,0.0305
2.8889,2.2491,0.5975,0.0307
3.0904,2.4231,0.6255,0.0306
2.8656,2.2286,0.5948,0.0306
2.8519,2.2102,0.5996,0.0309
2.8728,2.229,0.5985,0.0308
2.8738,2.2102,0.6143,0.0326
2.9637,2.3153,0.5994,0.0329
2.8796,2.209,0.6277,0.0313
2.7851,2.1456,0.5954,0.0323
2.892,2.233,0.6152,0.0311
3.0958,2.4396,0.6089,0.0321
2.8718,2.2067,0.6213,0.0323
2.965,2.3165,0.6042,0.0327
3.1326,2.3555,0.6168,0.0322
2.9298,2.2697,0.6075,0.0368
2.9215,2.2527,0.6243,0.0314
3.0772,2.3612,0.6108,0.0317
3.0094,2.3164,0.6381,0.0378
2.944,2.2463,0.6065,0.0314
2.9961,2.3102,0.6369,0.0327
3.1084,2.4597,0.6051,0.0313
2.9574,2.2394,0.6213,0.0306
2.9763,2.3185,0.6066,0.0353
3.0512,2.3939,0.613,0.0321
2.9022,2.2106,0.6038,0.0306
3.0001,2.3204,0.6319,0.0325
2.9115,2.2121,0.6067,0.0318
2.8759,2.2096,0.6203,0.0318
2.9443,2.2936,0.6071,0.0312
3.1126,2.3927,0.6213,0.0313
2.8734,2.2223,0.6059,0.0317
2.9822,2.3081,0.631,0.0313
3.0516,2.3524,0.6044,0.0315
2.8941,2.2231,0.6261,0.0315
2.8456,2.2105,0.5926,0.0301
2.9644,2.2477,0.6263,0.0311
2.9516,2.3067,0.5942,0.0364
2.9919,2.2985,0.6019,0.0303
2.9678,2.3179,0.6018,0.0316
2.8915,2.2394,0.6066,0.0329
3.0698,2.2973,0.5968,0.0326
2.813,2.1444,0.6232,0.0318
3.0093,2.3589,0.6048,0.0308
2.9434,2.2702,0.626,0.0325
2.8482,2.2086,0.5951,0.0321
2.8266,2.1802,0.6029,0.0315
2.8382,2.2016,0.5948,0.0307
2.8467,2.185,0.619,0.0309
2.9059,2.1915,0.5954,0.0318
2.8779,2.206,0.6245,0.032
2.9014,2.2646,0.5913,0.0329
2.9944,2.2901,0.6014,0.0308
2.8355,2.1958,0.5935,0.0323
2.8549,2.2073,0.6044,0.0308
2.8299,2.196,0.5913,0.0308
2.8522,2.1864,0.6223,0.0309
2.8745,2.2395,0.5923,0.0317
2.9906,2.2738,0.6142,0.0306
2.8517,2.2089,0.5973,0.0318
3.0076,2.209,0.6141,0.0307
2.9276,2.288,0.5931,0.0327
2.8986,2.2422,0.6133,0.0313
2.9567,2.263,0.5954,0.0324
2.8127,2.1595,0.608,0.0318
2.8174,2.1802,0.5947,0.031
3.1062,2.1841,0.6272,0.031
2.844,2.2035,0.5959,0.0325
2.8934,2.2321,0.6186,0.0312
2.8622,2.2216,0.5985,0.0309
2.8962,2.2348,0.6195,0.031
2.8859,2.2382,0.6057,0.0308
2.9192,2.2669,0.6099,0.0311
2.817,2.1801,0.5941,0.0308
3.1561,2.4124,0.6249,0.0312
2.8682,2.216,0.6028,0.0319
2.9155,2.2506,0.6161,0.0328
2.896,2.2476,0.5989,0.0331
2.9222,2.278,0.5999,0.0321
2.9258,2.2822,0.5974,0.031
2.8445,2.1933,0.607,0.0322
2.8228,2.1847,0.5943,0.0327
2.8811,2.2225,0.6156,0.0312
2.8731,2.2341,0.5968,0.0311
2.921,2.2747,0.6049,0.0302
2.8067,2.1712,0.5924,0.0309
2.8956,2.226,0.6268,0.0306
2.9222,2.2706,0.6089,0.031
2.8531,2.2083,0.6004,0.0323
2.9401,2.3055,0.5927,0.0307
2.833,2.1654,0.6251,0.031
2.9194,2.1873,0.5929,0.0315
2.874,2.2116,0.6158,0.0325
2.9601,2.3215,0.596,0.031
3.0112,2.3599,0.6084,0.0318
2.8308,2.1878,0.6002,0.0313
2.941,2.2792,0.6189,0.0309
2.8791,2.2421,0.5942,0.0313
2.9393,2.2877,0.6085,0.0317
2.8741,2.2391,0.5923,0.0315
2.8308,2.1681,0.6201,0.0311
2.8623,2.227,0.5928,0.0309
2.9216,2.2672,0.6119,0.031
2.8035,2.1688,0.5924,0.0311
2.8609,2.217,0.6013,0.0311
2.9478,2.3113,0.5933,0.032
2.9114,2.254,0.6151,0.031
2.9423,2.3068,0.5931,0.0313
2.8797,2.2299,0.6073,0.0313
3.0071,2.3703,0.5949,0.0307
2.8239,2.1764,0.6052,0.0311
2.8493,2.2157,0.5915,0.0309
2.8751,2.229,0.6032,0.0317
2.8801,2.2378,0.5989,0.0318
2.8904,2.247,0.5993,0.0324
2.9164,2.2789,0.5948,0.0314
2.9907,2.3377,0.6111,0.0308
2.8413,2.2084,0.5905,0.0311
2.9226,2.2675,0.612,0.0318
2.9664,2.3305,0.5932,0.0309
2.8312,2.1843,0.6045,0.0312
2.818,2.1848,0.591,0.031
2.9266,2.2765,0.607,0.0316
2.868,2.2319,0.5929,0.0317
3.095,2.4413,0.6113,0.0312
3.0364,2.3993,0.595,0.0307
3.0763,2.4089,0.6248,0.0312
2.8618,2.2263,0.5933,0.0309
2.9479,2.2906,0.6144,0.0316
2.895,2.257,0.5953,0.0314
3.0467,2.386,0.6183,0.0312
2.8743,2.2395,0.5924,0.0309
2.9183,2.2629,0.6135,0.0307
2.9205,2.2836,0.5949,0.0307
2.856,2.2016,0.6115,0.0318
2.9237,2.2868,0.5941,0.0313
2.8802,2.2369,0.6013,0.0306
2.8795,2.245,0.5929,0.0305
2.8364,2.1763,0.6176,0.0309
2.9726,2.337,0.5913,0.0329
2.8738,2.2247,0.6067,0.031
2.8394,2.204,0.5925,0.0317
2.7956,2.1522,0.6003,0.0314
2.8583,2.2218,0.5943,0.031
2.9533,2.3048,0.6048,0.0306
2.8979,2.2561,0.5952,0.0327
2.8523,2.1811,0.6281,0.0317
2.883,2.2437,0.5972,0.031
2.88,2.2347,0.6038,0.0305
2.9404,2.3021,0.5954,0.031
3.0336,2.3709,0.6043,0.031
2.8346,2.1881,0.6003,0.0326
2.8651,2.2194,0.6027,0.0317
2.8131,2.1772,0.5927,0.0315
2.8965,2.2374,0.6157,0.0312
2.8573,2.2226,0.5922,0.0311
2.9751,2.3271,0.6048,0.0318
2.8508,2.214,0.5943,0.0316
2.9155,2.267,0.6069,0.0305
2.9234,2.2829,0.5984,0.0311
2.8717,2.2161,0.6132,0.0313
2.8105,2.1738,0.5936,0.0319
2.9084,2.2447,0.6218,0.0307
2.9162,2.2789,0.5953,0.0308
2.8415,2.1748,0.6253,0.0304
2.8249,2.189,0.5938,0.0307
3.0112,2.3582,0.6105,0.0315
2.9719,2.3356,0.594,0.0312
2.8587,2.2162,0.5987,0.0322
2.8331,2.1925,0.5964,0.0328
2.8571,2.1998,0.6138,0.0323
2.8727,2.2384,0.5917,0.031
2.8209,2.1787,0.5989,0.0321
3.0868,2.4492,0.5955,0.031
2.9386,2.2714,0.6249,0.031
2.8403,2.2038,0.5936,0.0315
2.8178,2.1724,0.6032,0.031
2.805,2.1679,0.5946,0.0312
2.8765,2.2149,0.6194,0.0311
2.8376,2.2013,0.5943,0.0308
2.9727,2.3139,0.6156,0.0322
2.9099,2.2737,0.5931,0.0319
2.8395,2.1805,0.6169,0.0313
2.8365,2.2026,0.5917,0.0311
2.8549,2.2151,0.5974,0.0312
2.8172,2.1808,0.5944,0.0309
2.8521,2.1938,0.615,0.0318
3.0213,2.3852,0.5938,0.031
2.8245,2.1743,0.6071,0.031
2.8481,2.2113,0.5935,0.0313
2.8143,2.1514,0.6205,0.0311
2.9784,2.347,0.589,0.0313
2.8344,2.1857,0.6062,0.0315
2.8178,2.1834,0.592,0.0311
2.9308,2.2409,0.6243,0.0315
2.8367,2.1948,0.5942,0.0343
2.8745,2.223,0.6077,0.0319
2.8902,2.2517,0.5953,0.0315
2.9425,2.2571,0.6267,0.0318
2.8527,2.211,0.5951,0.0332
2.8698,2.2045,0.6224,0.0313
2.8749,2.239,0.5918,0.0323
2.9226,2.2651,0.6134,0.0328
2.8769,2.2441,0.5904,0.0311
2.8563,2.1873,0.6262,0.0316
2.8649,2.2295,0.5911,0.0329
2.8991,2.2303,0.626,0.0309
3.0081,2.3728,0.5927,0.0313
2.8676,2.2215,0.6038,0.0313
2.8234,2.1885,0.5924,0.0312
2.872,2.2048,0.6255,0.0307
2.9285,2.2907,0.5957,0.0309
2.9475,2.2975,0.6072,0.0315
2.7908,2.1565,0.5919,0.0312
2.8631,2.1964,0.6237,0.0318
2.8963,2.2611,0.592,0.0317
2.8797,2.2047,0.6326,0.0313
2.9237,2.2888,0.5914,0.0319
65.3904,2.2004,0.6208,0.0309
